dealer_pct_change,average_player_pct_change,rounds_played,players,half_pay_on
-11.600000,11.600000,70000,1,10
182.700000,-26.100000,40000,7,1
34.000000,-17.000000,60000,2,-1
16.600000,-5.533333,60000,3,0
289.000000,-144.500000,50000,2,6
546.750000,-273.375000,60000,2,9
302.100000,-302.100000,70000,1,8
122.450000,-17.492857,40000,7,-1
90.000000,-30.000000,60000,3,1
46.250000,-11.562500,50000,4,0
1240.000000,-206.666667,50000,6,9
-42.100000,14.033333,60000,3,10
158.500000,-39.625000,50000,4,1
356.650000,-178.325000,60000,2,5
138.600000,-34.650000,50000,4,2
897.800000,-149.633333,40000,6,6
619.100000,-154.775000,50000,4,6
49.800000,-24.900000,60000,2,10
734.450000,-183.612500,50000,4,7
151.300000,-151.300000,70000,1,4
198.350000,-198.350000,70000,1,6
57.100000,-19.033333,60000,3,-1
92.600000,-18.520000,50000,5,10
374.600000,-187.300000,60000,2,7
207.000000,-69.000000,60000,3,3
844.600000,-140.766667,50000,6,5
966.000000,-193.200000,50000,5,8
311.100000,-77.775000,50000,4,4
77.450000,-77.450000,70000,1,-1
576.800000,-115.360000,50000,5,5
788.900000,-197.225000,50000,4,8
378.950000,-75.790000,50000,5,3
710.300000,-236.766667,60000,3,8
212.850000,-106.425000,60000,2,3
344.800000,-114.933333,60000,3,4
358.800000,-71.760000,50000,5,2
76.500000,-76.500000,70000,1,2
45.550000,-45.550000,70000,1,0
8.500000,-2.125000,50000,4,10
765.400000,-153.080000,50000,5,6
204.800000,-68.266667,60000,3,2
834.650000,-208.662500,50000,4,9
442.400000,-147.466667,60000,3,5
194.700000,-97.350000,70000,2,2
175.400000,-29.233333,50000,6,2
1149.800000,-191.633333,50000,6,8
42.500000,-8.500000,50000,5,1
111.600000,-55.800000,60000,2,0
305.900000,-305.900000,70000,1,9
193.100000,-48.275000,50000,4,-1
652.300000,-108.716667,50000,6,4
261.000000,-261.000000,70000,1,7
55.500000,-55.500000,70000,1,1
701.700000,-233.900000,60000,3,7
13.200000,-13.200000,80000,1,10
582.100000,-97.016667,50000,6,3
140.250000,-28.050000,50000,5,0
284.150000,-47.358333,50000,6,1
155.400000,-155.400000,80000,1,3
166.000000,-166.000000,70000,1,5
1116.300000,-186.050000,50000,6,7
1560.250000,-312.050000,60000,5,9
516.300000,-73.757143,50000,7,3
976.650000,-139.521429,50000,7,6
502.000000,-100.400000,50000,5,4
73.900000,-12.316667,50000,6,10
452.350000,-113.087500,50000,4,5
754.450000,-251.483333,60000,3,9
265.450000,-132.725000,60000,2,4
46.800000,-23.400000,70000,2,-1
604.900000,-302.450000,70000,2,8
74.200000,-37.100000,70000,2,1
523.850000,-174.616667,60000,3,6
1671.750000,-238.821429,50000,7,9
1079.300000,-215.860000,60000,5,7
636.900000,-318.450000,70000,2,9
1351.850000,-193.121429,50000,7,8
1040.150000,-148.592857,50000,7,5
33.950000,-4.850000,50000,7,0
22.250000,-4.450000,50000,5,-1
401.600000,-57.371429,50000,7,2
147.000000,-24.500000,50000,6,-1
113.700000,-16.242857,50000,7,-1
70.500000,-70.500000,80000,1,-1
26.900000,-8.966667,70000,3,0
232.800000,-232.800000,80000,1,6
-238.900000,34.128571,50000,7,10
215.750000,-35.958333,50000,6,0
1267.850000,-181.121429,50000,7,7
441.950000,-220.975000,70000,2,7
333.950000,-166.975000,60000,2,6
58.400000,-29.200000,70000,2,10
-24.500000,8.166667,70000,3,10
183.500000,-183.500000,80000,1,4
52.650000,-52.650000,80000,1,0
-16.850000,4.212500,60000,4,0
285.300000,-40.757143,50000,7,1
385.600000,-192.800000,70000,2,5
410.600000,-102.650000,50000,4,3
242.350000,-121.175000,70000,2,3
763.850000,-190.962500,60000,4,6
138.200000,-46.066667,70000,3,1
423.550000,-141.183333,70000,3,4
649.700000,-92.814286,50000,7,4
1455.200000,-242.533333,60000,6,9
358.150000,-358.150000,80000,1,8
169.200000,-42.300000,60000,4,2
855.600000,-285.200000,70000,3,8
37.400000,-12.466667,70000,3,-1
274.600000,-91.533333,70000,3,3
971.950000,-242.987500,60000,4,8
218.150000,-54.537500,60000,4,1
395.200000,-79.040000,60000,5,2
358.750000,-358.750000,80000,1,9
100.700000,-20.140000,60000,5,10
1019.800000,-254.950000,60000,4,9
855.250000,-213.812500,60000,4,7
288.950000,-288.950000,80000,1,7
1066.650000,-177.775000,50000,6,6
10.800000,-10.800000,90000,1,10
452.550000,-90.510000,60000,5,3
923.700000,-153.950000,60000,6,5
80.650000,-80.650000,80000,1,2
256.850000,-85.616667,70000,3,2
58.850000,-58.850000,80000,1,1
670.900000,-134.180000,60000,5,5
504.750000,-168.250000,70000,3,5
-19.400000,4.850000,60000,4,10
1210.250000,-242.050000,60000,5,8
158.950000,-158.950000,90000,1,3
