dealer_pct_change,average_player_pct_change,rounds_played,players,half_pay_on
403.450000,-201.725000,90000,2,4
1299.750000,-216.625000,70000,6,7
499.500000,-83.250000,70000,6,-1
90.450000,-90.450000,90000,1,0
752.100000,-250.700000,90000,3,6
687.300000,-343.650000,90000,2,7
152.100000,-50.700000,80000,3,0
390.000000,-195.000000,90000,2,3
1747.750000,-291.291667,70000,6,9
43.450000,-43.450000,100000,1,-1
10.800000,-10.800000,100000,1,1
101.750000,-50.875000,90000,2,1
1480.900000,-296.180000,70000,5,8
893.700000,-446.850000,90000,2,9
57.650000,-28.825000,90000,2,-1
1130.950000,-226.190000,70000,5,6
721.750000,-240.583333,90000,3,5
533.950000,-266.975000,100000,2,5
1703.600000,-283.933333,70000,6,8
98.400000,-24.600000,80000,4,1
77.300000,-25.766667,80000,3,-1
81.250000,-20.312500,70000,4,-1
1182.000000,-295.500000,70000,4,9
428.400000,-85.680000,70000,5,3
1777.450000,-253.921429,70000,7,6
1276.600000,-425.533333,90000,3,9
845.150000,-281.716667,80000,3,7
709.250000,-118.208333,70000,6,2
224.600000,-44.920000,70000,5,-1
1542.150000,-308.430000,70000,5,9
228.900000,-57.225000,80000,4,0
194.700000,-97.350000,90000,2,2
1166.550000,-233.310000,80000,5,5
453.250000,-64.750000,70000,7,2
122.550000,-61.275000,90000,2,0
1180.750000,-168.678571,70000,7,4
519.050000,-86.508333,70000,6,3
380.350000,-126.783333,80000,3,3
976.100000,-162.683333,70000,6,4
593.650000,-197.883333,90000,3,4
1129.150000,-188.191667,70000,6,5
961.850000,-240.462500,80000,4,6
225.500000,-37.583333,70000,6,1
202.050000,-40.410000,80000,5,0
1236.300000,-309.075000,80000,4,7
268.800000,-38.400000,70000,7,1
1173.050000,-167.578571,70000,7,5
966.800000,-193.360000,80000,5,4
540.500000,-135.125000,80000,4,4
296.500000,-98.833333,90000,3,2
573.850000,-286.925000,90000,2,6
487.550000,-121.887500,80000,4,3
1940.600000,-277.228571,70000,7,7
499.300000,-71.328571,70000,7,-1
1198.750000,-199.791667,70000,6,6
159.200000,-159.200000,100000,1,3
369.050000,-61.508333,70000,6,0
188.550000,-26.935714,70000,7,0
487.850000,-97.570000,80000,5,2
444.000000,-222.000000,100000,2,4
1205.200000,-301.300000,80000,4,8
436.700000,-436.700000,100000,1,8
928.550000,-132.650000,70000,7,3
1480.900000,-246.816667,80000,6,7
824.650000,-206.162500,90000,4,5
1272.250000,-424.083333,100000,3,8
684.250000,-342.125000,100000,2,8
871.700000,-290.566667,100000,3,6
257.250000,-51.450000,70000,5,1
414.400000,-207.200000,100000,2,3
334.750000,-83.687500,80000,4,2
101.700000,-101.700000,100000,1,0
181.300000,-60.433333,90000,3,0
61.300000,-30.650000,100000,2,-1
2536.650000,-362.378571,80000,7,9
721.050000,-360.525000,100000,2,7
126.100000,-63.050000,100000,2,1
1828.850000,-261.264286,70000,7,8
221.650000,-73.883333,90000,3,1
783.750000,-261.250000,100000,3,5
1402.400000,-467.466667,100000,3,9
95.750000,-23.937500,80000,4,-1
1959.950000,-326.658333,80000,6,8
943.300000,-314.433333,90000,3,7
532.100000,-88.683333,80000,6,-1
968.650000,-484.325000,100000,2,9
275.200000,-55.040000,80000,5,-1
552.650000,-110.530000,80000,5,3
204.900000,-51.225000,90000,4,0
140.000000,-35.000000,90000,4,1
112.700000,-37.566667,90000,3,-1
812.600000,-135.433333,80000,6,2
668.550000,-334.275000,100000,2,6
2064.100000,-344.016667,80000,6,9
1359.200000,-271.840000,80000,5,7
210.550000,-105.275000,100000,2,2
306.450000,-102.150000,100000,3,2
1714.700000,-342.940000,80000,5,8
1391.350000,-347.837500,80000,4,9
1974.600000,-282.085714,80000,7,6
141.350000,-70.675000,100000,2,0
1263.450000,-252.690000,80000,5,6
1226.550000,-245.310000,90000,5,5
625.300000,-104.216667,80000,6,3
1747.450000,-349.490000,80000,5,9
602.450000,-86.064286,80000,7,2
455.800000,-151.933333,90000,3,3
671.050000,-223.683333,100000,3,4
1119.000000,-186.500000,80000,6,4
1384.350000,-346.087500,90000,4,7
1097.000000,-219.400000,90000,5,4
1096.200000,-274.050000,90000,4,6
201.350000,-67.116667,100000,3,1
616.550000,-154.137500,90000,4,4
1401.800000,-200.257143,80000,7,5
572.200000,-114.440000,90000,5,2
388.750000,-55.535714,80000,7,1
1324.650000,-189.235714,80000,7,4
1022.550000,-146.078571,80000,7,3
285.100000,-47.516667,80000,6,1
1398.400000,-233.066667,80000,6,6
921.350000,-230.337500,100000,4,5
370.500000,-92.625000,90000,4,2
188.150000,-62.716667,100000,3,0
311.800000,-62.360000,80000,5,1
1366.800000,-341.700000,90000,4,8
240.500000,-34.357143,80000,7,0
222.300000,-44.460000,90000,5,0
1216.700000,-202.783333,80000,6,5
560.100000,-80.014286,80000,7,-1
2868.000000,-409.714286,90000,7,9
1701.400000,-283.566667,90000,6,7
561.300000,-140.325000,90000,4,3
426.850000,-71.141667,80000,6,0
1041.100000,-347.033333,100000,3,7
2163.850000,-309.121429,80000,7,7
103.600000,-25.900000,90000,4,-1
2235.150000,-372.525000,90000,6,8
366.100000,-73.220000,90000,5,-1
2384.300000,-397.383333,90000,6,9
2065.100000,-295.014286,80000,7,8
1541.800000,-308.360000,90000,5,7
122.800000,-40.933333,100000,3,-1
131.700000,-32.925000,100000,4,1
616.450000,-123.290000,90000,5,3
837.800000,-139.633333,90000,6,2
622.100000,-103.683333,90000,6,-1
1963.050000,-392.610000,90000,5,8
468.400000,-156.133333,100000,3,3
690.050000,-115.008333,90000,6,3
216.600000,-54.150000,100000,4,0
2013.850000,-402.770000,90000,5,9
1390.100000,-278.020000,100000,5,5
1608.350000,-402.087500,90000,4,9
1442.100000,-288.420000,90000,5,6
2165.300000,-309.328571,90000,7,6
742.550000,-106.078571,90000,7,2
1180.450000,-236.090000,100000,5,4
442.550000,-110.637500,100000,4,2
1534.250000,-383.562500,100000,4,7
639.450000,-127.890000,100000,5,2
1099.800000,-157.114286,90000,7,3
1500.950000,-375.237500,100000,4,8
1242.500000,-207.083333,90000,6,4
1242.350000,-310.587500,100000,4,6
1659.250000,-237.035714,90000,7,5
278.100000,-46.350000,90000,6,1
683.350000,-170.837500,100000,4,4
1593.750000,-265.625000,90000,6,6
375.750000,-53.678571,90000,7,1
381.950000,-76.390000,90000,5,1
1468.900000,-209.842857,90000,7,4
268.350000,-38.335714,90000,7,0
1957.250000,-326.208333,100000,6,7
657.750000,-164.437500,100000,4,3
171.650000,-34.330000,100000,5,0
373.050000,-74.610000,100000,5,-1
473.900000,-78.983333,90000,6,0
665.350000,-95.050000,90000,7,-1
3183.750000,-454.821429,100000,7,9
2324.550000,-332.078571,90000,7,8
1706.850000,-341.370000,100000,5,7
2667.600000,-444.600000,100000,6,9
1347.100000,-224.516667,90000,6,5
2483.350000,-354.764286,90000,7,7
873.550000,-145.591667,100000,6,2
694.500000,-138.900000,100000,5,3
101.800000,-25.450000,100000,4,-1
2144.200000,-428.840000,100000,5,8
1586.850000,-317.370000,100000,5,6
2276.850000,-455.370000,100000,5,9
2502.450000,-417.075000,100000,6,8
623.350000,-103.891667,100000,6,-1
1775.750000,-443.937500,100000,4,9
783.100000,-111.871429,100000,7,2
807.600000,-134.600000,100000,6,3
2402.900000,-343.271429,100000,7,6
1211.950000,-173.135714,100000,7,3
373.050000,-62.175000,100000,6,1
